,date,species,bands,sx,sy
3173,7/14/2017,GRSP,DS-DP,711552,4328974
2955,6/16/2017,GRSP,DS-DP,711541,4328987
2957,6/16/2017,GRSP,DS-DP,711539,4328989
2963,6/16/2017,GRSP,DS-DP,711577,4329006
2524,7/26/2016,GRSP,DS-DP,711641,4329237
2371,7/6/2016,GRSP,DS-DP,711664,4329292
3985,7/27/2018,GRSP,DS-DP,711706,4329380
3945,7/24/2018,GRSP,DS-DP,711639,4329408
3949,7/24/2018,GRSP,DS-DP,711654,4329416
3956,7/24/2018,GRSP,DS-DP,711654,4329416
2808,6/3/2017,GRSP,DS-DP,711497,4329604
2815,6/3/2017,GRSP,DS-DP,711586,4329610
2821,6/3/2017,GRSP,DS-DP,711551,4329641
2819,6/3/2017,GRSP,DS-DP,711532,4329664
3915,7/19/2018,GRSP,DS-DP,713487,4335489
3666,6/19/2018,GRSP,DS-DR,712571,4331503
3765,6/28/2018,GRSP,DS-DW,711655,4329222
3768,6/28/2018,GRSP,DS-DW,711655,4329222
3762,6/28/2018,GRSP,DS-DW,711652,4329233
3018,6/27/2017,GRSP,DS-DW,713738,4335291
3108,7/8/2017,GRSP,DS-DW,713757,4335300
3117,7/8/2017,GRSP,DS-DW,713790,4335328
3027,6/27/2017,GRSP,DS-DW,713770,4335340
3037,6/27/2017,GRSP,DS-DW,713788,4335344
2985,6/21/2017,GRSP,DS-DW,713768,4335345
2987,6/21/2017,GRSP,DS-DW,713768,4335345
3110,7/8/2017,GRSP,DS-DW,713773,4335346
315,6/11/2014,GRSP,DS-DY,708638,4329347
3064,7/4/2017,GRSP,DS-GA,706747,4329791
2191,6/20/2016,GRSP,DS-GD,712368,4329500
2185,6/20/2016,GRSP,DS-GD,712385,4329517
2175,6/20/2016,GRSP,DS-GD,712432,4329560
1820,5/25/2016,GRSP,DS-GD,712357,4329726
1073,6/27/2015,GRSP,DS-GG,713708,4335379
700,5/13/2015,GRSP,DS-GG,713752,4335414
693,5/12/2015,GRSP,DS-GG,713744,4335427
2076,6/11/2016,GRSP,DS-GR,712329,4332582
2854,6/7/2017,GRSP,DS-GR,712133,4332657
1762,5/18/2016,GRSP,DS-GW,710014,4328680
3273,7/29/2017,GRSP,DS-GW,712391,4330438
528,7/15/2014,GRSP,DS-KG,708357,4328245
597,7/28/2014,GRSP,DS-KK,712526,4328934
4311,6/15/2019,GRSP,DS-KO,712860,4329396
4297,6/15/2019,GRSP,DS-KO,712230,4329422
4306,6/15/2019,GRSP,DS-KO,712230,4329422
3621,6/12/2018,GRSP,DS-KR,712149,4330187
2346,7/5/2016,GRSP,DS-KW,711403,4328404
2349,7/5/2016,GRSP,DS-KW,711444,4328416
4530,7/13/2019,GRSP,DS-KY,711484,4328399
2303,6/29/2016,GRSP,DS-KY,711395,4328416
4522,7/13/2019,GRSP,DS-KY,711495,4328426
4302,6/15/2019,GRSP,DS-KY,711419,4328444
4307,6/15/2019,GRSP,DS-KY,711430,4328451
4310,6/15/2019,GRSP,DS-KY,711422,4328456
3876,7/16/2018,GRSP,DS-KY,710739,4330218
3879,7/16/2018,GRSP,DS-KY,710739,4330218
1794,5/24/2016,GRSP,DS-OD,712492,4329962
1846,5/25/2016,GRSP,DS-OD,712473,4329976
1805,5/25/2016,GRSP,DS-OD,712482,4329978
273,6/6/2014,GRSP,DS-OG,708412,4329276
461,7/2/2014,GRSP,DS-OG,708426,4329407
492,7/7/2014,GRSP,DS-OG,708426,4329407
318,6/11/2014,GRSP,DS-OG,708403,4329411
329,6/11/2014,GRSP,DS-OG,708403,4329411
290,6/8/2014,GRSP,DS-OG,708496,4329458
4559,7/19/2019,GRSP,DS-OK,712453,4329185
2111,6/16/2016,GRSP,DS-OO,712974,4334496
3071,7/4/2017,GRSP,DS-OP,706729,4329813
1783,5/21/2016,GRSP,DS-PA,708436,4329414
4065,5/15/2019,GRSP,DS-PO,711413,4330607
4196,6/4/2019,GRSP,DS-PY,711424,4330714
4454,7/2/2019,GRSP,DS-RO,711410,4330553
4446,7/2/2019,GRSP,DS-RO,711384,4330563
4455,7/2/2019,GRSP,DS-RO,711431,4330577
4448,7/2/2019,GRSP,DS-RO,711401,4330605
1678,5/2/2016,GRSP,DS-RO,712631,4332446
3973,7/25/2018,GRSP,DS-RR,711664,4329375
3969,7/25/2018,GRSP,DS-RR,711652,4329390
759,5/22/2015,GRSP,DS-RR,711251,4330490
1798,5/25/2016,GRSP,DS-RR,711291,4330517
1801,5/25/2016,GRSP,DS-RR,711291,4330517
1566,7/30/2015,GRSP,DS-RR,711292,4330523
1823,5/25/2016,GRSP,DS-RR,711266,4330532
1836,5/25/2016,GRSP,DS-RR,711266,4330532
135,5/21/2014,GRSP,DS-RR,711245,4330537
289,6/8/2014,GRSP,DS-RR,711245,4330537
411,6/27/2014,GRSP,DS-RR,711245,4330537
412,6/28/2014,GRSP,DS-RR,711245,4330537
415,6/28/2014,GRSP,DS-RR,711245,4330537
880,6/6/2015,GRSP,DS-RR,711245,4330537
1570,7/30/2015,GRSP,DS-RR,711304,4330540
1571,7/30/2015,GRSP,DS-RR,711326,4330540
369,6/17/2014,GRSP,DS-RR,711267,4330541
958,6/15/2015,GRSP,DS-RR,711341,4330543
104,5/17/2014,GRSP,DS-RR,711250,4330544
1672,4/25/2016,GRSP,DS-RR,711334,4330544
1448,7/21/2015,GRSP,DS-RR,711298,4330546
568,7/21/2014,GRSP,DS-RR,711265,4330547
201,5/29/2014,GRSP,DS-RR,711317,4330548
2484,7/19/2016,GRSP,DS-RR,711235,4330548
2488,7/19/2016,GRSP,DS-RR,711248,4330550
870,6/4/2015,GRSP,DS-RR,711346,4330551
2409,7/11/2016,GRSP,DS-RR,711369,4330551
2418,7/11/2016,GRSP,DS-RR,711391,4330551
2468,7/19/2016,GRSP,DS-RR,711261,4330552
819,5/31/2015,GRSP,DS-RR,711343,4330554
823,5/31/2015,GRSP,DS-RR,711343,4330554
2065,6/10/2016,GRSP,DS-RR,711397,4330554
2098,6/16/2016,GRSP,DS-RR,711329,4330554
3056,7/1/2017,GRSP,DS-RR,711334,4330555
1162,7/3/2015,GRSP,DS-RR,711330,4330556
1973,6/4/2016,GRSP,DS-RR,711332,4330557
2139,6/18/2016,GRSP,DS-RR,711382,4330557
2142,6/18/2016,GRSP,DS-RR,711345,4330558
1821,5/25/2016,GRSP,DS-RR,711302,4330559
1824,5/25/2016,GRSP,DS-RR,711302,4330559
2877,6/9/2017,GRSP,DS-RR,711334,4330562
2095,6/16/2016,GRSP,DS-RR,711353,4330565
2074,6/10/2016,GRSP,DS-RR,711415,4330568
2412,7/11/2016,GRSP,DS-RR,711367,4330568
2134,6/18/2016,GRSP,DS-RR,711392,4330570
1940,6/4/2016,GRSP,DS-RR,711382,4330573
2374,7/6/2016,GRSP,DS-RR,711387,4330573
2233,6/22/2016,GRSP,DS-RR,711364,4330578
2237,6/22/2016,GRSP,DS-RR,711348,4330579
2116,6/16/2016,GRSP,DS-RR,711373,4330581
2867,6/9/2017,GRSP,DS-RR,711381,4330585
2072,6/10/2016,GRSP,DS-RR,711405,4330598
1953,6/4/2016,GRSP,DS-RR,711387,4330603
2871,6/9/2017,GRSP,DS-RR,711345,4330606
1979,6/4/2016,GRSP,DS-RR,711372,4330608
765,5/22/2015,GRSP,DS-RR,710734,4331134
1469,7/22/2015,GRSP,DS-RW,709532,4328596
1202,7/6/2015,GRSP,DS-RW,709592,4328630
877,6/6/2015,GRSP,DS-RW,709609,4328638
1594,7/31/2015,GRSP,DS-RW,709612,4328647
260,6/4/2014,GRSP,DS-RY,713548,4335415
244,6/4/2014,GRSP,DS-RY,713562,4335420
314,6/10/2014,GRSP,DS-RY,713559,4335476
64,5/9/2014,GRSP,DS-WG,712660,4329370
67,5/9/2014,GRSP,DS-WG,712660,4329370
4752,6/15/2020,GRSP,DS-WK,711680,4328445
4691,6/1/2020,GRSP,DS-WK,711600,4328449
4809,6/24/2020,GRSP,DS-WK,711700,4328501
3362,5/16/2018,GRSP,DS-XX,712564,4329807
3364,5/16/2018,GRSP,DS-XX,712132,4330247
502,7/9/2014,GRSP,DS-YD,712542,4328862
1931,6/3/2016,GRSP,DS-YK,711598,4330086
822,5/31/2015,GRSP,DS-YK,711593,4330124
2541,7/27/2016,GRSP,DS-YK,711518,4330136
2542,7/27/2016,GRSP,DS-YK,711532,4330139
2554,7/27/2016,GRSP,DS-YK,711522,4330142
3123,7/10/2017,GRSP,DS-YK,711566,4330146
2207,6/22/2016,GRSP,DS-YK,711596,4330149
3133,7/10/2017,GRSP,DS-YK,711522,4330150
2208,6/22/2016,GRSP,DS-YK,711599,4330181
2143,6/18/2016,GRSP,DS-YK,711581,4330238
2130,6/18/2016,GRSP,DS-YK,711574,4330242
2135,6/18/2016,GRSP,DS-YK,711557,4330243
3246,7/21/2017,GRSP,DS-YK,711609,4330251
2946,6/15/2017,GRSP,DS-YK,711597,4330268
2914,6/15/2017,GRSP,DS-YK,711579,4330284
2915,6/15/2017,GRSP,DS-YK,711586,4330307
2906,6/13/2017,GRSP,DS-YK,713509,4334466
1685,5/4/2016,GRSP,DS-YR,712310,4329885
2555,7/27/2016,GRSP,DS-YW,711933,4330511
2548,7/27/2016,GRSP,DS-YW,711942,4330523
2538,7/27/2016,GRSP,DS-YW,711923,4330526
3269,7/29/2017,GRSP,DS-YY,713429,4334167
4121,5/20/2019,GRSP,DW-DS,711807,4329712
494,7/8/2014,GRSP,DW-GS,711246,4331705
1724,5/10/2016,GRSP,DW-KS,711071,4330876
1855,5/26/2016,GRSP,DW-KS,711094,4330888
620,5/2/2015,GRSP,DW-PS,712188,4329887
449,7/2/2014,GRSP,DW-RS,712433,4329210
2451,7/18/2016,GRSP,DW-RS,712534,4329231
2458,7/18/2016,GRSP,DW-RS,712544,4329243
2435,7/18/2016,GRSP,DW-RS,712505,4329247
2509,7/26/2016,GRSP,DW-RS,712578,4329290
2522,7/26/2016,GRSP,DW-RS,712594,4329291
2530,7/26/2016,GRSP,DW-RS,712565,4329292
1584,7/30/2015,GRSP,DW-SB,712450,4329162
1583,7/30/2015,GRSP,DW-SB,712518,4329217
1581,7/30/2015,GRSP,DW-SB,712467,4329257
3295,5/7/2018,GRSP,DW-SD,707941,4327410
4501,7/11/2019,GRSP,DW-SK,711657,4329383
3576,6/4/2018,GRSP,DW-SY,711997,4330489
2873,6/9/2017,GRSP,DW-SY,711915,4330511
3572,6/4/2018,GRSP,DW-SY,712014,4330514
2870,6/9/2017,GRSP,DW-SY,711962,4330526
2865,6/9/2017,GRSP,DW-SY,711903,4330533
1205,7/6/2015,GRSP,DW-SY,713784,4335210
1248,7/8/2015,GRSP,DW-SY,713890,4335302
1156,7/3/2015,GRSP,DW-SY,713829,4335313
1167,7/3/2015,GRSP,DW-SY,713829,4335313
1183,7/5/2015,GRSP,DW-SY,713871,4335316
441,7/1/2014,GRSP,DY-DS,712416,4332349
17,5/3/2014,GRSP,DY-DS,712369,4332350
240,6/3/2014,GRSP,DY-DS,712400,4332365
4296,6/13/2019,GRSP,DY-OS,711801,4329710
4118,5/20/2019,GRSP,DY-OS,711807,4329712
4438,6/29/2019,GRSP,DY-OS,711796,4329737
4439,6/29/2019,GRSP,DY-OS,711857,4329742
4432,6/29/2019,GRSP,DY-OS,711875,4329771
4583,4/25/2020,GRSP,DY-OS,712442,4330073
4593,4/25/2020,GRSP,DY-OS,712456,4330081
4587,4/25/2020,GRSP,DY-OS,712459,4330087
673,5/10/2015,GRSP,DY-SD,713582,4334233
688,5/11/2015,GRSP,DY-SD,713582,4334233
294,6/8/2014,GRSP,DY-SG,712301,4330140
85,5/10/2014,GRSP,DY-SG,712371,4330182
366,6/17/2014,GRSP,DY-SG,712443,4330225
367,6/17/2014,GRSP,DY-SG,712433,4330253
368,6/17/2014,GRSP,DY-SG,712450,4330255
1454,7/22/2015,GRSP,DY-SK,711635,4330990
2213,6/22/2016,GRSP,DY-SK,711210,4331277
2234,6/22/2016,GRSP,DY-SK,711228,4331298
2212,6/22/2016,GRSP,DY-SK,711194,4331301
2223,6/22/2016,GRSP,DY-SK,711207,4331314
3634,6/12/2018,GRSP,DY-SO,713268,4334327
3636,6/12/2018,GRSP,DY-SO,713278,4334340
2930,6/15/2017,GRSP,DY-SO,713221,4334343
2940,6/15/2017,GRSP,DY-SO,713240,4334360
3475,5/26/2018,GRSP,DY-SO,713267,4334362
2667,5/12/2017,GRSP,DY-SO,713238,4334368
2928,6/15/2017,GRSP,DY-SO,713237,4334370
2949,6/15/2017,GRSP,DY-SO,713190,4334375
3629,6/12/2018,GRSP,DY-SO,713309,4334382
3480,5/26/2018,GRSP,DY-SO,713392,4334385
3806,7/6/2018,GRSP,DY-SO,713165,4334393
3809,7/6/2018,GRSP,DY-SO,713182,4334394
2846,6/6/2017,GRSP,DY-SO,713256,4334395
3871,7/14/2018,GRSP,DY-SO,713162,4334396
2845,6/6/2017,GRSP,DY-SO,713245,4334400
3810,7/6/2018,GRSP,DY-SO,713215,4334410
4181,5/30/2019,GRSP,DY-SO,713175,4334429
2247,6/23/2016,GRSP,DY-SO,713170,4334447
3929,7/23/2018,GRSP,DY-SO,713265,4334465
3933,7/23/2018,GRSP,DY-SO,713259,4334478
2612,5/4/2017,GRSP,DY-SV,712796,4330378
1513,7/25/2015,GRSP,DY-SY,713500,4335418
1523,7/25/2015,GRSP,DY-SY,713510,4335418
1338,7/16/2015,GRSP,DY-SY,713504,4335476
1330,7/16/2015,GRSP,DY-SY,713558,4335516
788,5/26/2015,GRSP,DY-SY,713523,4335597
999,6/20/2015,GRSP,DY-SYx,710834,4330381
1226,7/7/2015,GRSP,DYSYxx,713625,4335503
3385,5/18/2018,GRSP,DY-WS,710989,4331180
4162,5/28/2019,GRSP,DY-YS,709990,4329014
4206,6/5/2019,GRSP,DY-YS,710024,4329020
4208,6/5/2019,GRSP,DY-YS,710001,4329032
4204,6/5/2019,GRSP,DY-YS,710011,4329042
3507,5/30/2018,GRSP,GA-AS,711247,4331985
4147,5/24/2019,GRSP,GA-GS,712801,4331361
1016,6/23/2015,GRSP,GA-SA,713312,4334494
4907,7/11/2020,GRSP,GA-SG,712404,4329660
4020,5/4/2019,GRSP,GA-SG,712586,4329873
4574,7/30/2019,GRSP,GA-SG,712832,4329984
4576,7/30/2019,GRSP,GA-SG,712808,4329986
4575,7/30/2019,GRSP,GA-SG,712827,4330007
4573,7/30/2019,GRSP,GA-SG,712817,4330013
4577,7/30/2019,GRSP,GA-SG,712800,4330031
965,6/16/2015,GRSP,GA-SY,711024,4330673
3965,7/25/2018,GRSP,GA-YS,712637,4329519
3924,7/21/2018,GRSP,GA-YS,712634,4329552
3506,5/30/2018,GRSP,GB-AS,711247,4331985
1305,7/15/2015,GRSP,GB-SA,711316,4331456
3386,5/21/2018,GRSP,GB-SG,710985,4330756
1918,6/2/2016,GRSP,GB-SO,712772,4330460
4739,6/13/2020,GRSP,GB-SY,712646,4331551
204,5/30/2014,GRSP,GB-WS,712179,4330142
2250,6/23/2016,GRSP,GD-OS,711966,4328549
2342,7/4/2016,GRSP,GD-OS,711978,4328663
3853,7/9/2018,GRSP,GD-OS,711912,4329370
3849,7/9/2018,GRSP,GD-OS,711960,4329378
3857,7/9/2018,GRSP,GD-OS,711898,4329385
3893,7/18/2018,GRSP,GD-OS,712019,4329417
3894,7/18/2018,GRSP,GD-OS,712024,4329424
3896,7/18/2018,GRSP,GD-OS,712019,4329425
3997,7/30/2018,GRSP,GD-OS,712043,4329491
4254,6/8/2019,GRSP,GD-PS,712368,4332346
4335,6/17/2019,GRSP,GD-PS,712410,4332349
4326,6/17/2019,GRSP,GD-PS,712392,4332359
4334,6/17/2019,GRSP,GD-PS,712411,4332369
3394,5/21/2018,GRSP,GD-RS,710985,4330756
1071,6/27/2015,GRSP,GD-SA,713472,4334360
1119,6/29/2015,GRSP,GD-SA,713472,4334360
3419,5/23/2018,GRSP,GD-SD,710616,4331379
4497,7/11/2019,GRSP,GD-SD,710627,4331634
4506,7/11/2019,GRSP,GD-SD,710595,4331651
4495,7/11/2019,GRSP,GD-SD,710593,4331668
4922,7/20/2020,GRSP,GD-SD,711246,4331669
4500,7/11/2019,GRSP,GD-SD,710618,4331674
4924,7/20/2020,GRSP,GD-SD,711246,4331675
4926,7/20/2020,GRSP,GD-SD,711246,4331683
4493,7/11/2019,GRSP,GD-SD,710605,4331698
3919,7/20/2018,GRSP,GD-SD,710690,4331707
3917,7/20/2018,GRSP,GD-SD,710706,4331763
3920,7/20/2018,GRSP,GD-SD,710706,4331770
3308,5/10/2018,GRSP,GD-SG,708433,4328770
4971,7/28/2020,GRSP,GD-SK,712454,4330102
4972,7/28/2020,GRSP,GD-SK,712461,4330103
4970,7/28/2020,GRSP,GD-SK,712457,4330106
4905,7/10/2020,GRSP,GD-SK,712452,4330116
54,5/9/2014,GRSP,GD-SP,712315,4239259
66,5/9/2014,GRSP,GD-SP,712315,4239259
1152,7/2/2015,GRSP,GD-SR,711887,4330072
3882,7/16/2018,GRSP,GD-SW,713676,4335330
1396,7/18/2015,GRSP,GD-SY,707231,4327683
1251,7/9/2015,GRSP,GD-SY,707204,4327692
608,7/31/2014,GRSP,GG-BS,712415,4329437
4031,5/6/2019,GRSP,GG-GS,708337,4328812
4047,5/14/2019,GRSP,GG-KS,712641,4332373
1934,6/3/2016,GRSP,GG-OS,710932,4331492
1930,6/3/2016,GRSP,GG-OS,710939,4331505
1935,6/3/2016,GRSP,GG-OS,710915,4331510
2372,7/6/2016,GRSP,GG-OS,710889,4331515
1862,5/26/2016,GRSP,GG-OS,710928,4331525
2364,7/6/2016,GRSP,GG-OS,710865,4331525
2108,6/16/2016,GRSP,GG-OS,710850,4331527
1850,5/26/2016,GRSP,GG-OS,710902,4331528
2106,6/16/2016,GRSP,GG-OS,710870,4331535
2363,7/6/2016,GRSP,GG-OS,710894,4331542
2100,6/16/2016,GRSP,GG-OS,710855,4331544
1858,5/26/2016,GRSP,GG-OS,710935,4331560
982,6/17/2015,GRSP,GG-OS,710859,4331583
3060,7/1/2017,GRSP,GG-OS,710914,4331585
3745,6/27/2018,GRSP,GG-PS,710841,4332388
203,5/30/2014,GRSP,GG-RS,712251,4330096
83,5/10/2014,GRSP,GG-RS,712249,4330103
833,6/1/2015,GRSP,GG-SA,713787,4335289
3382,5/17/2018,GRSP,GG-SG,713595,4335421
3631,6/12/2018,GRSP,GG-SG,713572,4335493
3632,6/12/2018,GRSP,GG-SG,713560,4335516
2682,5/15/2017,GRSP,GG-SK,707931,4329265
4913,7/14/2020,GRSP,GG-SP,712130,4330155
3620,6/12/2018,GRSP,GG-SP,712149,4330187
4105,5/18/2019,GRSP,GG-SP,711251,4330490
4099,5/18/2019,GRSP,GG-SP,711568,4330493
4091,5/18/2019,GRSP,GG-SP,712520,4332342
2614,5/4/2017,GRSP,GG-SV,712676,4330319
3266,7/25/2017,GRSP,GG-SW,711774,4329477
400,6/24/2014,GRSP,GG-SY,712207,4332195
330,6/12/2014,GRSP,GG-SY,712178,4332221
2750,5/26/2017,GRSP,GG-SY,713611,4335291
2751,5/26/2017,GRSP,GG-SY,713619,4335295
2748,5/26/2017,GRSP,GG-SY,713615,4335307
952,6/13/2015,GRSP,GG-WS,711972,4329381
232,6/2/2014,GRSP,GG-WS,712489,4329914
4724,6/11/2020,GRSP,GK-DS,708206,4328725
729,5/18/2015,GRSP,GK-GS,711858,4330217
914,6/9/2015,GRSP,GK-GS,711893,4330249
1650,8/8/2015,GRSP,GK-GS,711911,4330249
1529,7/26/2015,GRSP,GK-GS,711937,4330260
582,7/24/2014,GRSP,GK-GS,711916,4330263
1279,7/13/2015,GRSP,GK-OS,712672,4332436
1564,7/28/2015,GRSP,GK-SA,713360,4334501
4083,5/17/2019,GRSP,GK-SD,713535,4335480
736,5/19/2015,GRSP,GK-SK,711010,4331179
508,7/11/2014,GRSP,GK-SP,711483,4328160
217,5/31/2014,GRSP,GK-SP,711393,4328256
452,7/2/2014,GRSP,GK-SP,711435,4328262
246,6/4/2014,GRSP,GK-SP,711137,4328491
909,6/9/2015,GRSP,GK-SR,712440,4329189
995,6/19/2015,GRSP,GK-SY,710605,4328730
2606,5/2/2017,GRSP,GK-VS,712437,4330071
669,5/10/2015,GRSP,GK-YS,713598,4334327
687,5/11/2015,GRSP,GK-YS,713598,4334327
4161,5/28/2019,GRSP,GO-GS,710055,4328984
4478,7/9/2019,GRSP,GO-GS,711976,4329385
4483,7/9/2019,GRSP,GO-GS,711986,4329395
4609,5/11/2020,GRSP,GO-KS,711701,4329238
4610,5/11/2020,GRSP,GO-KS,711726,4329239
4608,5/11/2020,GRSP,GO-KS,711728,4329257
4464,7/6/2019,GRSP,GO-KS,711713,4329264
4507,7/11/2019,GRSP,GO-KS,711659,4329281
4756,6/15/2020,GRSP,GO-KS,711796,4329287
4039,5/11/2019,GRSP,GO-KS,711726,4329297
4757,6/15/2020,GRSP,GO-KS,711794,4329303
4755,6/15/2020,GRSP,GO-KS,711770,4329316
4585,4/25/2020,GRSP,GO-KS,711770,4329318
4589,4/25/2020,GRSP,GO-KS,711770,4329318
4595,4/25/2020,GRSP,GO-KS,711770,4329318
1833,5/25/2016,GRSP,GO-OS,712500,4330615
2026,6/6/2016,GRSP,GO-OS,712485,4330632
1994,6/6/2016,GRSP,GO-OS,712455,4330645
1565,7/28/2015,GRSP,GO-OS,712456,4330649
2024,6/6/2016,GRSP,GO-OS,712487,4330685
4998,7/31/2020,GRSP,GO-PS,711842,4328401
4969,7/27/2020,GRSP,GO-PS,711819,4328415
4965,7/27/2020,GRSP,GO-PS,711815,4328488
4968,7/27/2020,GRSP,GO-PS,711795,4328503
4837,7/2/2020,GRSP,GO-PS,711808,4328515
879,6/6/2015,GRSP,GO-RS,707115,4330036
2093,6/15/2016,GRSP,GO-SA,713269,4334483
1775,5/20/2016,GRSP,GO-SD,712731,4330689
2344,7/5/2016,GRSP,GO-SK,708580,4329224
2360,7/5/2016,GRSP,GO-SK,708602,4329305
2351,7/5/2016,GRSP,GO-SK,708638,4329330
2038,6/7/2016,GRSP,GO-SK,708652,4329404
715,5/14/2015,GRSP,GO-SK,708162,4329867
1456,7/22/2015,GRSP,GO-SK,708310,4329895
1195,7/6/2015,GRSP,GO-SK,708156,4329900
1090,6/28/2015,GRSP,GO-SK,708193,4329937
386,6/22/2014,GRSP,GO-SK,708222,4329944
382,6/22/2014,GRSP,GO-SK,708200,4329965
1086,6/28/2015,GRSP,GO-SK,708213,4329980
1667,8/14/2015,GRSP,GO-SK,708168,4330052
714,5/14/2015,GRSP,GO-SK,710913,4330326
3354,5/14/2018,GRSP,GO-SP,712379,4328948
3326,5/12/2018,GRSP,GO-SP,711473,4330324
984,6/17/2015,GRSP,GO-SY,710932,4331452
920,6/10/2015,GRSP,GP-GS,712379,4328926
1267,7/11/2015,GRSP,GP-GS,712384,4328929
723,5/17/2015,GRSP,GP-KS,713769,4335389
3134,7/10/2017,GRSP,GP-OS,710755,4328488
3125,7/10/2017,GRSP,GP-OS,710782,4328510
3130,7/10/2017,GRSP,GP-OS,710748,4328555
2543,7/27/2016,GRSP,GP-OS,710642,4328599
2241,6/23/2016,GRSP,GP-SA,712423,4329189
4488,7/10/2019,GRSP,GP-SD,712747,4329481
101,5/16/2014,GRSP,GP-SG,713224,4334510
4045,5/13/2019,GRSP,GP-SK,711155,4330078
2036,6/7/2016,GRSP,GP-SO,711304,4331378
3282,7/31/2017,GRSP,GP-SV,713308,4334352
3278,7/31/2017,GRSP,GP-SV,713320,4334365
3280,7/31/2017,GRSP,GP-SV,713327,4334375
2837,6/6/2017,GRSP,GP-SV,713289,4334382
2916,6/15/2017,GRSP,GP-SV,713328,4334383
2840,6/6/2017,GRSP,GP-SV,713330,4334388
3044,6/27/2017,GRSP,GP-SV,713299,4334393
2933,6/15/2017,GRSP,GP-SV,713329,4334395
3086,7/6/2017,GRSP,GP-SV,713321,4334415
2659,5/8/2017,GRSP,GP-SV,713286,4334427
2663,5/8/2017,GRSP,GP-SV,713286,4334427
3153,7/10/2017,GRSP,GP-SY,710696,4328619
3147,7/10/2017,GRSP,GP-SY,710668,4328621
3072,7/4/2017,GRSP,GP-SY,710687,4328629
3062,7/4/2017,GRSP,GP-SY,710687,4328655
991,6/19/2015,GRSP,GP-SY,710714,4328660
3068,7/4/2017,GRSP,GP-SY,710679,4328669
3154,7/10/2017,GRSP,GP-SY,710676,4328670
2122,6/17/2016,GRSP,GP-SY,710602,4328699
2121,6/17/2016,GRSP,GP-SY,710627,4328716
2123,6/17/2016,GRSP,GP-SY,710649,4328718
4836,7/2/2020,GRSP,GR-DS,711695,4329218
1924,6/3/2016,GRSP,GR-GS,711687,4330029
3498,5/28/2018,GRSP,GR-OS,707140,4330216
2501,7/21/2016,GRSP,GR-OS,707158,4330231
4909,7/13/2020,GRSP,GR-RS,711460,4330225
1560,7/28/2015,GRSP,GR-SA,712899,4334219
2982,6/21/2017,GRSP,GR-SB,713813,4335323
2983,6/21/2017,GRSP,GR-SB,713813,4335323
346,6/14/2014,GRSP,GR-SD,713339,4334423
4514,7/12/2019,GRSP,GR-SG,713560,4335086
498,7/8/2014,GRSP,GR-SP,711333,4331532
4656,5/27/2020,GRSP,GR-SR,712713,4332321
2613,5/4/2017,GRSP,GR-SV,712796,4330378
2670,5/12/2017,GRSP,GR-SV,713313,4334382
2668,5/12/2017,GRSP,GR-SV,713287,4334398
2251,6/23/2016,GRSP,GR-SY,711960,4328616
2341,7/4/2016,GRSP,GR-SY,711978,4328663
16,5/3/2014,GRSP,GR-YS,712456,4332417
4127,5/22/2019,GRSP,GS-AA,711172,4331140
2091,6/15/2016,GRSP,GS-AD,711269,4331427
4187,5/30/2019,GRSP,GS-AR,713470,4334218
584,7/24/2014,GRSP,GS-BB,711915,4330021
4205,6/5/2019,GRSP,GS-BD,713780,4335288
3381,5/17/2018,GRSP,GS-BO,713363,4334307
3479,5/26/2018,GRSP,GS-BO,713411,4334319
3488,5/26/2018,GRSP,GS-BO,713395,4334329
183,5/28/2014,GRSP,GS-BY,712392,4330159
187,5/28/2014,GRSP,GS-BY,712413,4330195
2385,7/8/2016,GRSP,GS-DD,711698,4328615
3296,5/7/2018,GRSP,GS-DD,711415,4328661
4111,5/18/2019,GRSP,GS-DD,712695,4328944
4093,5/18/2019,GRSP,GS-DD,712379,4328948
4098,5/18/2019,GRSP,GS-DD,712378,4329266
3740,6/26/2018,GRSP,GS-DD,712447,4330085
3733,6/26/2018,GRSP,GS-DD,712435,4330102
3741,6/26/2018,GRSP,GS-DD,712459,4330125
3739,6/26/2018,GRSP,GS-DD,712318,4330183
3421,5/23/2018,GRSP,GS-DD,712329,4330187
3412,5/23/2018,GRSP,GS-DD,712321,4330201
3845,7/9/2018,GRSP,GS-DD,712460,4330216
3411,5/23/2018,GRSP,GS-DD,712320,4330223
3851,7/9/2018,GRSP,GS-DD,712438,4330266
2921,6/15/2017,GRSP,GS-DD,712665,4331596
3212,7/17/2017,GRSP,GS-DD,712682,4331617
2856,6/7/2017,GRSP,GS-DD,712713,4331685
3084,7/6/2017,GRSP,GS-DG,713089,4334425
4408,6/26/2019,GRSP,GS-DK,711070,4329076
4528,7/13/2019,GRSP,GS-DK,711069,4329079
4523,7/13/2019,GRSP,GS-DK,711066,4329102
4535,7/13/2019,GRSP,GS-DK,711044,4329104
4519,7/13/2019,GRSP,GS-DK,711065,4329113
2318,6/30/2016,GRSP,GS-DO,712295,4328755
4941,7/23/2020,GRSP,GS-DR,709580,4328153
4342,6/18/2019,GRSP,GS-DY,711510,4328263
4767,6/18/2020,GRSP,GS-GB,712525,4330631
4550,7/17/2019,GRSP,GS-GD,713671,4335147
4554,7/18/2019,GRSP,GS-GD,713671,4335147
